"outcome","aggr_level","sex","grouping","year","count_n_patients","rate_n_patients","mean3y_count_n_patients","mean3y_rate_n_patients"
"m4","kom","female","Haderslev","2009",2802,16290,2529,14908
"m4","kom","female","Haderslev","2010",2964,17062,2784,16215
"m4","kom","female","Haderslev","2011",3131,17855,2966,17072
"m4","kom","female","Haderslev","2012",3294,18548,3130,17828
"m4","kom","female","Haderslev","2013",3287,18215,3237,18210
"m4","kom","female","Haderslev","2014",3370,18389,3317,18384
"m4","kom","female","Haderslev","2015",3380,18264,3346,18290
"m4","kom","female","Haderslev","2016",3347,17798,3366,18153
"m4","kom","female","Halsnæs","2007",1341,13943,NA,NA
"m4","kom","female","Halsnæs","2008",1590,16195,NA,NA
"m4","kom","female","Halsnæs","2009",1681,16761,1537,15649
"m4","kom","female","Halsnæs","2010",1832,17997,1701,16995
"m4","kom","female","Halsnæs","2011",1983,19063,1832,17962
"m4","kom","female","Halsnæs","2012",2070,19593,1962,18895
"m4","kom","female","Halsnæs","2013",2057,19026,2037,19226
"m4","kom","female","Halsnæs","2014",1998,18165,2042,18924
"m4","kom","female","Halsnæs","2015",2002,17770,2019,18312
"m4","kom","female","Halsnæs","2016",2013,17396,2004,17764
"m4","kom","female","Hedensted","2007",1732,14345,NA,NA
"m4","kom","female","Hedensted","2008",1972,16030,NA,NA
"m4","kom","female","Hedensted","2009",2063,16485,1922,15628
"m4","kom","female","Hedensted","2010",2233,17567,2089,16703
"m4","kom","female","Hedensted","2011",2348,18162,2215,17416
"m4","kom","female","Hedensted","2012",2389,18149,2323,17965
"m4","kom","female","Hedensted","2013",2376,17711,2371,18005
"m4","kom","female","Hedensted","2014",2381,17542,2382,17799
"m4","kom","female","Hedensted","2015",2451,17654,2403,17637
"m4","kom","female","Hedensted","2016",2418,17172,2417,17455
"m4","kom","female","Helsingør","2007",2603,13593,NA,NA
"m4","kom","female","Helsingør","2008",2931,15093,NA,NA
"m4","kom","female","Helsingør","2009",2970,15097,2835,14600
"m4","kom","female","Helsingør","2010",3231,16145,3044,15447
"m4","kom","female","Helsingør","2011",3446,16916,3216,16062
"m4","kom","female","Helsingør","2012",3603,17373,3427,16818
"m4","kom","female","Helsingør","2013",3591,16949,3547,17082
"m4","kom","female","Helsingør","2014",3629,16785,3608,17036
"m4","kom","female","Helsingør","2015",3657,16646,3626,16793
"m4","kom","female","Helsingør","2016",3688,16320,3658,16583
"m4","kom","female","Herlev","2007",1109,13197,NA,NA
"m4","kom","female","Herlev","2008",1237,14658,NA,NA
"m4","kom","female","Herlev","2009",1289,15129,1212,14331
"m4","kom","female","Herlev","2010",1330,15597,1285,15128
"m4","kom","female","Herlev","2011",1376,16065,1332,15596
"m4","kom","female","Herlev","2012",1431,16622,1379,16096
"m4","kom","female","Herlev","2013",1422,16379,1410,16356
"m4","kom","female","Herlev","2014",1404,15893,1419,16295
"m4","kom","female","Herlev","2015",1442,16090,1423,16118
"m4","kom","female","Herlev","2016",1448,16045,1431,16008
"m4","kom","female","Herning","2007",3029,13626,NA,NA
"m4","kom","female","Herning","2008",3590,15910,NA,NA
"m4","kom","female","Herning","2009",3817,16647,3479,15412
"m4","kom","female","Herning","2010",4121,17652,3843,16749
"m4","kom","female","Herning","2011",4508,19017,4149,17781
"m4","kom","female","Herning","2012",4686,19447,4438,18709
"m4","kom","female","Herning","2013",4730,19257,4641,19243
"m4","kom","female","Herning","2014",4892,19548,4769,19421
"m4","kom","female","Herning","2015",4975,19512,4866,19441
"m4","kom","female","Herning","2016",4970,19190,4946,19414
"m4","kom","female","Hillerød","2007",1550,12419,NA,NA
"m4","kom","female","Hillerød","2008",1832,14393,NA,NA
"m4","kom","female","Hillerød","2009",1912,14574,1765,13810
"m4","kom","female","Hillerød","2010",2064,15417,1936,14800
"m4","kom","female","Hillerød","2011",2144,15704,2040,15237
"m4","kom","female","Hillerød","2012",2233,16011,2147,15718
"m4","kom","female","Hillerød","2013",2194,15425,2190,15712
"m4","kom","female","Hillerød","2014",2181,14995,2203,15469
"m4","kom","female","Hillerød","2015",2195,14773,2190,15060
"m4","kom","female","Hillerød","2016",2216,14596,2197,14784
"m4","kom","female","Hjørring","2007",3127,15618,NA,NA
"m4","kom","female","Hjørring","2008",3546,17554,NA,NA
"m4","kom","female","Hjørring","2009",3760,18321,3478,17174
"m4","kom","female","Hjørring","2010",3942,18949,3749,18281
"m4","kom","female","Hjørring","2011",3984,18944,3895,18744
"m4","kom","female","Hjørring","2012",4011,18852,3979,18916
"m4","kom","female","Hjørring","2013",3994,18540,3996,18774
"m4","kom","female","Hjørring","2014",4016,18403,4007,18594
"m4","kom","female","Hjørring","2015",4215,19018,4075,18653
"m4","kom","female","Hjørring","2016",4099,18184,4110,18536
"m4","kom","female","Holbæk","2007",2594,13716,NA,NA
"m4","kom","female","Holbæk","2008",3140,16172,NA,NA
"m4","kom","female","Holbæk","2009",3204,16115,2979,15349
"m4","kom","female","Holbæk","2010",3309,16388,3218,16223
"m4","kom","female","Holbæk","2011",3414,16660,3309,16387
"m4","kom","female","Holbæk","2012",3451,16544,3391,16531
"m4","kom","female","Holbæk","2013",3399,15998,3421,16399
"m4","kom","female","Holbæk","2014",3394,15665,3415,16067
"m4","kom","female","Holbæk","2015",3405,15474,3399,15711
"m4","kom","female","Holbæk","2016",3444,15298,3414,15477
"m4","kom","female","Holstebro","2007",1954,12545,NA,NA
"m4","kom","female","Holstebro","2008",2328,14805,NA,NA
"m4","kom","female","Holstebro","2009",2474,15522,2252,14301
"m4","kom","female","Holstebro","2010",2668,16524,2490,15624
"m4","kom","female","Holstebro","2011",2921,17747,2688,16612
"m4","kom","female","Holstebro","2012",3047,18273,2879,17526
"m4","kom","female","Holstebro","2013",3093,18200,3020,18074
"m4","kom","female","Holstebro","2014",3215,18586,3118,18357
"m4","kom","female","Holstebro","2015",3347,19091,3218,18632
"m4","kom","female","Holstebro","2016",3302,18546,3288,18744
"m4","kom","female","Horsens","2007",3371,15849,NA,NA
"m4","kom","female","Horsens","2008",4042,18710,NA,NA
"m4","kom","female","Horsens","2009",4314,19618,3909,18078
"m4","kom","female","Horsens","2010",4628,20677,4328,19682
"m4","kom","female","Horsens","2011",4824,21241,4589,20521
"m4","kom","female","Horsens","2012",4827,20959,4760,20959
"m4","kom","female","Horsens","2013",4775,20293,4809,20826
"m4","kom","female","Horsens","2014",4766,19809,4789,20346
"m4","kom","female","Horsens","2015",4805,19606,4782,19900
"m4","kom","female","Horsens","2016",4735,18953,4769,19453
"m4","kom","female","Hvidovre","2007",2061,14383,NA,NA
"m4","kom","female","Hvidovre","2008",2346,16382,NA,NA
"m4","kom","female","Hvidovre","2009",2463,17091,2290,15952
"m4","kom","female","Hvidovre","2010",2581,17818,2463,17092
"m4","kom","female","Hvidovre","2011",2643,18187,2562,17695
"m4","kom","female","Hvidovre","2012",2725,18533,2650,18182
"m4","kom","female","Hvidovre","2013",2696,18120,2688,18276
"m4","kom","female","Hvidovre","2014",2688,17866,2703,18167
"m4","kom","female","Hvidovre","2015",2686,17732,2690,17903
"m4","kom","female","Hvidovre","2016",2717,17802,2697,17805
"m4","kom","female","Høje Taastrup","2007",1721,14152,NA,NA
"m4","kom","female","Høje Taastrup","2008",1987,15958,NA,NA
"m4","kom","female","Høje Taastrup","2009",2164,17219,1957,15796
"m4","kom","female","Høje Taastrup","2010",2347,18236,2166,17153
"m4","kom","female","Høje Taastrup","2011",2500,19242,2337,18240
"m4","kom","female","Høje Taastrup","2012",2632,19876,2493,19124
"m4","kom","female","Høje Taastrup","2013",2639,19660,2590,19597
"m4","kom","female","Høje Taastrup","2014",2695,19763,2655,19767
"m4","kom","female","Høje Taastrup","2015",2705,19507,2680,19645
"m4","kom","female","Høje Taastrup","2016",2747,19497,2716,19585
"m4","kom","female","Hørsholm","2007",948,10583,NA,NA
"m4","kom","female","Hørsholm","2008",1095,11960,NA,NA
"m4","kom","female","Hørsholm","2009",1153,12440,1065,11670
"m4","kom","female","Hørsholm","2010",1286,13706,1178,12700
"m4","kom","female","Hørsholm","2011",1334,13921,1258,13354
"m4","kom","female","Hørsholm","2012",1341,13646,1320,13767
"m4","kom","female","Hørsholm","2013",1329,13206,1335,13602
"m4","kom","female","Hørsholm","2014",1305,12796,1325,13208
"m4","kom","female","Hørsholm","2015",1340,12869,1325,12951
"m4","kom","female","Hørsholm","2016",1344,12576,1330,12745
"m4","kom","female","Ikast-Brande","2007",1437,13415,NA,NA
"m4","kom","female","Ikast-Brande","2008",1692,15607,NA,NA
"m4","kom","female","Ikast-Brande","2009",1763,16008,1631,15027
"m4","kom","female","Ikast-Brande","2010",1886,16910,1780,16183
"m4","kom","female","Ikast-Brande","2011",2086,18285,1912,17081
"m4","kom","female","Ikast-Brande","2012",2226,19196,2066,18138
"m4","kom","female","Ikast-Brande","2013",2308,19672,2207,19058
"m4","kom","female","Ikast-Brande","2014",2407,20049,2314,19647
"m4","kom","female","Ikast-Brande","2015",2444,20162,2386,19966
"m4","kom","female","Ikast-Brande","2016",2445,19716,2432,19983
"m4","kom","female","Ishøj","2007",759,16106,NA,NA
"m4","kom","female","Ishøj","2008",890,18391,NA,NA
"m4","kom","female","Ishøj","2009",1022,20601,890,18406
"m4","kom","female","Ishøj","2010",1077,21135,996,20081
"m4","kom","female","Ishøj","2011",1178,22505,1092,21426
"m4","kom","female","Ishøj","2012",1215,23032,1157,22229
"m4","kom","female","Ishøj","2013",1220,22736,1204,22767
"m4","kom","female","Ishøj","2014",1218,22231,1218,22667
"m4","kom","female","Ishøj","2015",1245,22068,1228,22344
"m4","kom","female","Ishøj","2016",1289,22478,1251,22261
"m4","kom","female","Jammerbugt","2007",1669,14492,NA,NA
"m4","kom","female","Jammerbugt","2008",1943,16555,NA,NA
"m4","kom","female","Jammerbugt","2009",2054,17238,1889,16111
"m4","kom","female","Jammerbugt","2010",2131,17738,2043,17179
"m4","kom","female","Jammerbugt","2011",2272,18676,2152,17890
"m4","kom","female","Jammerbugt","2012",2348,19036,2250,18489
"m4","kom","female","Jammerbugt","2013",2411,19179,2344,18961
"m4","kom","female","Jammerbugt","2014",2396,18719,2385,18967
"m4","kom","female","Jammerbugt","2015",2449,18793,2419,18895
"m4","kom","female","Jammerbugt","2016",2440,18441,2428,18655
"m4","kom","female","Kalundborg","2007",2145,14395,NA,NA
"m4","kom","female","Kalundborg","2008",2500,16531,NA,NA
"m4","kom","female","Kalundborg","2009",2640,17261,2428,16068
"m4","kom","female","Kalundborg","2010",2707,17538,2616,17111
"m4","kom","female","Kalundborg","2011",2849,18234,2732,17682
"m4","kom","female","Kalundborg","2012",2915,18414,2824,18064
"m4","kom","female","Kalundborg","2013",2859,17766,2874,18136
"m4","kom","female","Kalundborg","2014",2800,17107,2858,17754
"m4","kom","female","Kalundborg","2015",2822,16936,2827,17265
"m4","kom","female","Kalundborg","2016",2771,16364,2798,16803
"m4","kom","female","Kerteminde","2007",1053,14361,NA,NA
"m4","kom","female","Kerteminde","2008",1213,16206,NA,NA
"m4","kom","female","Kerteminde","2009",1328,17443,1198,16021
"m4","kom","female","Kerteminde","2010",1416,18302,1319,17325
"m4","kom","female","Kerteminde","2011",1487,18855,1410,18209
"m4","kom","female","Kerteminde","2012",1484,18453,1462,18551
"m4","kom","female","Kerteminde","2013",1537,18661,1503,18667
"m4","kom","female","Kerteminde","2014",1553,18515,1525,18549
"m4","kom","female","Kerteminde","2015",1592,18615,1561,18601
"m4","kom","female","Kerteminde","2016",1522,17419,1556,18176
"m4","kom","female","Kolding","2007",3367,14422,NA,NA
"m4","kom","female","Kolding","2008",3903,16485,NA,NA
"m4","kom","female","Kolding","2009",4150,17232,3807,16058
"m4","kom","female","Kolding","2010",4418,18072,4157,17269
"m4","kom","female","Kolding","2011",4600,18541,4389,17954
"m4","kom","female","Kolding","2012",4887,19439,4635,18691
"m4","kom","female","Kolding","2013",4843,18928,4777,18974
"m4","kom","female","Kolding","2014",4911,18896,4880,19085
"m4","kom","female","Kolding","2015",5025,19007,4926,18941
"m4","kom","female","Kolding","2016",5053,18865,4996,18923
"m4","kom","female","København","2007",12173,11665,NA,NA
"m4","kom","female","København","2008",14045,13419,NA,NA
"m4","kom","female","København","2009",14479,13801,13566,12956
"m4","kom","female","København","2010",15324,14545,14616,13915
"m4","kom","female","København","2011",15959,15092,15254,14473
"m4","kom","female","København","2012",16353,15333,15879,14985
"m4","kom","female","København","2013",16090,14965,16134,15125
"m4","kom","female","København","2014",15994,14788,16146,15023
"m4","kom","female","København","2015",16082,14686,16055,14809
"m4","kom","female","København","2016",16549,14878,16208,14783
"m4","kom","female","Køge","2007",2311,15048,NA,NA
"m4","kom","female","Køge","2008",2640,16879,NA,NA
"m4","kom","female","Køge","2009",2783,17518,2578,16493
"m4","kom","female","Køge","2010",2892,17859,2772,17423
"m4","kom","female","Køge","2011",3034,18381,2903,17922
"m4","kom","female","Køge","2012",3054,18140,2993,18121
"m4","kom","female","Køge","2013",3015,17545,3034,18012
"m4","kom","female","Køge","2014",2961,16826,3010,17491
"m4","kom","female","Køge","2015",2915,16132,2964,16819
"m4","kom","female","Køge","2016",2905,15707,2927,16216
"m4","kom","female","Langeland","2007",813,14974,NA,NA
"m4","kom","female","Langeland","2008",923,17013,NA,NA
"m4","kom","female","Langeland","2009",939,17145,892,16385
"m4","kom","female","Langeland","2010",1008,18285,957,17488
"m4","kom","female","Langeland","2011",1062,19258,1003,18237
"m4","kom","female","Langeland","2012",1052,18751,1041,18779
"m4","kom","female","Langeland","2013",1026,18129,1047,18728
"m4","kom","female","Langeland","2014",1047,18412,1042,18421
"m4","kom","female","Langeland","2015",1063,18525,1045,18351
"m4","kom","female","Langeland","2016",1036,18061,1049,18339
"m4","kom","female","Lejre","2007",930,12936,NA,NA
"m4","kom","female","Lejre","2008",1101,14848,NA,NA
"m4","kom","female","Lejre","2009",1171,15425,1067,14412
"m4","kom","female","Lejre","2010",1228,15756,1167,15353
"m4","kom","female","Lejre","2011",1315,16448,1238,15890
"m4","kom","female","Lejre","2012",1263,15430,1269,15881
"m4","kom","female","Lejre","2013",1244,14983,1274,15614
"m4","kom","female","Lejre","2014",1230,14367,1246,14920
"m4","kom","female","Lejre","2015",1227,13965,1234,14426
"m4","kom","female","Lejre","2016",1227,13707,1228,14003
"m4","kom","female","Lemvig","2007",975,14530,NA,NA
"m4","kom","female","Lemvig","2008",1210,17804,NA,NA
"m4","kom","female","Lemvig","2009",1274,18621,1153,16994
"m4","kom","female","Lemvig","2010",1252,18084,1245,18168
"m4","kom","female","Lemvig","2011",1318,18880,1281,18527
"m4","kom","female","Lemvig","2012",1397,19727,1322,18899
"m4","kom","female","Lemvig","2013",1412,19693,1376,19438
"m4","kom","female","Lemvig","2014",1456,20136,1422,19858
"m4","kom","female","Lemvig","2015",1526,20992,1465,20276
"m4","kom","female","Lemvig","2016",1511,20597,1498,20576
"m4","kom","female","Lolland","2007",2270,13180,NA,NA
"m4","kom","female","Lolland","2008",2622,15165,NA,NA
"m4","kom","female","Lolland","2009",2815,16284,2569,14877
"m4","kom","female","Lolland","2010",3000,17391,2812,16280
"m4","kom","female","Lolland","2011",3119,18085,2978,17251
"m4","kom","female","Lolland","2012",3136,18141,3085,17875
"m4","kom","female","Lolland","2013",3082,17811,3112,18014
"m4","kom","female","Lolland","2014",2966,17220,3061,17728
"m4","kom","female","Lolland","2015",2916,16944,2988,17328
"m4","kom","female","Lolland","2016",2918,16922,2933,17030
"m4","kom","female","Lyngby-Taarbæk","2007",2092,11803,NA,NA
"m4","kom","female","Lyngby-Taarbæk","2008",2354,13265,NA,NA
"m4","kom","female","Lyngby-Taarbæk","2009",2396,13576,2281,12874
"m4","kom","female","Lyngby-Taarbæk","2010",2483,14044,2411,13622
"m4","kom","female","Lyngby-Taarbæk","2011",2478,14079,2452,13899
"m4","kom","female","Lyngby-Taarbæk","2012",2426,13606,2462,13910
"m4","kom","female","Lyngby-Taarbæk","2013",2389,13265,2431,13643
"m4","kom","female","Lyngby-Taarbæk","2014",2346,12955,2387,13268
"m4","kom","female","Lyngby-Taarbæk","2015",2316,12711,2350,12975
"m4","kom","female","Lyngby-Taarbæk","2016",2261,12467,2308,12713
"m4","kom","female","Læsø","2007",127,15801,NA,NA
"m4","kom","female","Læsø","2008",159,19263,NA,NA
"m4","kom","female","Læsø","2009",156,18382,147,17834
"m4","kom","female","Læsø","2010",180,21210,165,19640
"m4","kom","female","Læsø","2011",186,21777,174,20447
"m4","kom","female","Læsø","2012",187,21822,184,21574
"m4","kom","female","Læsø","2013",189,22172,187,21885
"m4","kom","female","Læsø","2014",183,21015,186,21628
"m4","kom","female","Læsø","2015",197,22847,190,22019
"m4","kom","female","Læsø","2016",206,23058,195,22346
"m4","kom","female","Mariagerfjord","2007",1981,16103,NA,NA
"m4","kom","female","Mariagerfjord","2008",2338,18685,NA,NA
"m4","kom","female","Mariagerfjord","2009",2567,20253,2295,18362
"m4","kom","female","Mariagerfjord","2010",2696,21009,2534,19982
"m4","kom","female","Mariagerfjord","2011",2833,21841,2699,21036
"m4","kom","female","Mariagerfjord","2012",2831,21463,2787,21439
"m4","kom","female","Mariagerfjord","2013",2787,20796,2817,21364
"m4","kom","female","Mariagerfjord","2014",2747,20244,2788,20831
"m4","kom","female","Mariagerfjord","2015",2813,20478,2782,20507
"m4","kom","female","Mariagerfjord","2016",2730,19520,2763,20077
"m4","kom","female","Middelfart","2007",1573,14436,NA,NA
"m4","kom","female","Middelfart","2008",1833,16373,NA,NA
"m4","kom","female","Middelfart","2009",1945,17032,1784,15966
"m4","kom","female","Middelfart","2010",2062,17730,1947,17048
"m4","kom","female","Middelfart","2011",2141,18086,2049,17621
"m4","kom","female","Middelfart","2012",2223,18466,2142,18100
"m4","kom","female","Middelfart","2013",2200,17961,2188,18169
"m4","kom","female","Middelfart","2014",2251,17993,2225,18142
"m4","kom","female","Middelfart","2015",2349,18486,2267,18152
"m4","kom","female","Middelfart","2016",2323,18064,2308,18186
"m4","kom","female","Morsø","2007",973,13892,NA,NA
"m4","kom","female","Morsø","2008",1197,16901,NA,NA
"m4","kom","female","Morsø","2009",1371,19181,1180,16680
"m4","kom","female","Morsø","2010",1500,20898,1356,19003
"m4","kom","female","Morsø","2011",1623,22544,1498,20877
"m4","kom","female","Morsø","2012",1748,24116,1624,22515
"m4","kom","female","Morsø","2013",1816,24849,1729,23831
"m4","kom","female","Morsø","2014",1827,24630,1797,24541
"m4","kom","female","Morsø","2015",1827,24609,1823,24707
"m4","kom","female","Morsø","2016",1830,24425,1828,24558
"m4","kom","female","Norddjurs","2007",1894,15797,NA,NA
"m4","kom","female","Norddjurs","2008",2221,18238,NA,NA
"m4","kom","female","Norddjurs","2009",2459,20041,2191,18037
"m4","kom","female","Norddjurs","2010",2543,20576,2408,19625
"m4","kom","female","Norddjurs","2011",2679,21412,2560,20680
"m4","kom","female","Norddjurs","2012",2734,21614,2652,21206
"m4","kom","female","Norddjurs","2013",2639,20580,2684,21203
"m4","kom","female","Norddjurs","2014",2659,20469,2677,20882
"m4","kom","female","Norddjurs","2015",2716,20676,2671,20575
"m4","kom","female","Norddjurs","2016",2650,19831,2675,20322
"m4","kom","female","Nordfyns","2007",1186,13879,NA,NA
"m4","kom","female","Nordfyns","2008",1396,16068,NA,NA
"m4","kom","female","Nordfyns","2009",1521,17153,1368,15710
"m4","kom","female","Nordfyns","2010",1576,17564,1498,16932
"m4","kom","female","Nordfyns","2011",1647,18075,1581,17604
"m4","kom","female","Nordfyns","2012",1671,18082,1631,17904
"m4","kom","female","Nordfyns","2013",1753,18651,1690,18272
"m4","kom","female","Nordfyns","2014",1809,18930,1744,18559
"m4","kom","female","Nordfyns","2015",1872,19398,1811,18997
"m4","kom","female","Nordfyns","2016",1848,18647,1843,18994
"m4","kom","female","Nyborg","2007",1453,14643,NA,NA
"m4","kom","female","Nyborg","2008",1638,16278,NA,NA
"m4","kom","female","Nyborg","2009",1747,17112,1613,16017
"m4","kom","female","Nyborg","2010",1844,17796,1743,17070
"m4","kom","female","Nyborg","2011",1961,18730,1851,17890
"m4","kom","female","Nyborg","2012",1978,18636,1928,18395
"m4","kom","female","Nyborg","2013",1992,18571,1977,18654
"m4","kom","female","Nyborg","2014",2045,18741,2005,18649
"m4","kom","female","Nyborg","2015",2085,18811,2041,18707
"m4","kom","female","Nyborg","2016",2063,18270,2064,18606
"m4","kom","female","Næstved","2007",2799,11893,NA,NA
"m4","kom","female","Næstved","2008",3460,14427,NA,NA
"m4","kom","female","Næstved","2009",3648,15000,3302,13791
"m4","kom","female","Næstved","2010",3930,15885,3679,15112
"m4","kom","female","Næstved","2011",4161,16585,3913,15832
"m4","kom","female","Næstved","2012",4234,16636,4108,16374
"m4","kom","female","Næstved","2013",4115,15870,4170,16363
"m4","kom","female","Næstved","2014",4068,15431,4139,15976
"m4","kom","female","Næstved","2015",4023,15013,4069,15437
"m4","kom","female","Næstved","2016",3943,14493,4011,14980
"m4","kom","female","Odder","2007",754,12099,NA,NA
"m4","kom","female","Odder","2008",886,14025,NA,NA
"m4","kom","female","Odder","2009",970,14967,870,13710
"m4","kom","female","Odder","2010",1046,15800,967,14939
"m4","kom","female","Odder","2011",1148,16901,1055,15906
"m4","kom","female","Odder","2012",1225,17541,1140,16757
"m4","kom","female","Odder","2013",1238,17450,1204,17301
"m4","kom","female","Odder","2014",1300,17897,1254,17628
"m4","kom","female","Odder","2015",1356,18276,1298,17873
"m4","kom","female","Odder","2016",1342,17710,1333,17954
"m4","kom","female","Odense","2007",6584,13143,NA,NA
"m4","kom","female","Odense","2008",7824,15482,NA,NA
"m4","kom","female","Odense","2009",8416,16441,7608,15032
"m4","kom","female","Odense","2010",9141,17663,8460,16534
"m4","kom","female","Odense","2011",9555,18269,9037,17462
"m4","kom","female","Odense","2012",9739,18454,9478,18133
"m4","kom","female","Odense","2013",9941,18638,9745,18457
"m4","kom","female","Odense","2014",10259,18967,9980,18688
"m4","kom","female","Odense","2015",10656,19440,10285,19018
"m4","kom","female","Odense","2016",10616,19114,10510,19176
"m4","kom","female","Odsherred","2007",1653,14529,NA,NA
"m4","kom","female","Odsherred","2008",1934,16605,NA,NA
"m4","kom","female","Odsherred","2009",1989,16758,1859,15978
"m4","kom","female","Odsherred","2010",2109,17386,2011,16918
"m4","kom","female","Odsherred","2011",2189,17683,2096,17279
"m4","kom","female","Odsherred","2012",2204,17557,2167,17543
"m4","kom","female","Odsherred","2013",2206,17342,2200,17526
"m4","kom","female","Odsherred","2014",2186,16729,2199,17202
"m4","kom","female","Odsherred","2015",2143,16111,2178,16715
"m4","kom","female","Odsherred","2016",2126,15584,2152,16135
"m4","kom","female","Randers","2007",3912,14533,NA,NA
"m4","kom","female","Randers","2008",4749,17385,NA,NA
"m4","kom","female","Randers","2009",5252,18988,4638,16984
"m4","kom","female","Randers","2010",5652,20211,5218,18866
"m4","kom","female","Randers","2011",6039,21320,5648,20180
"m4","kom","female","Randers","2012",6245,21812,5979,21120
"m4","kom","female","Randers","2013",6190,21346,6158,21494
"m4","kom","female","Randers","2014",6283,21360,6239,21506
"m4","kom","female","Randers","2015",6410,21478,6294,21394
"m4","kom","female","Randers","2016",6407,21160,6367,21329
"m4","kom","female","Rebild","2007",1035,13945,NA,NA
"m4","kom","female","Rebild","2008",1212,16025,NA,NA
"m4","kom","female","Rebild","2009",1322,17117,1190,15718
"m4","kom","female","Rebild","2010",1433,18156,1322,17104
"m4","kom","female","Rebild","2011",1452,18136,1402,17806
"m4","kom","female","Rebild","2012",1523,18876,1469,18388
"m4","kom","female","Rebild","2013",1516,18418,1497,18485
"m4","kom","female","Rebild","2014",1532,18229,1524,18504
"m4","kom","female","Rebild","2015",1570,18300,1539,18314
"m4","kom","female","Rebild","2016",1567,17979,1556,18170
"m4","kom","female","Ringkøbing-Skjern","2007",2174,13436,NA,NA
"m4","kom","female","Ringkøbing-Skjern","2008",2554,15514,NA,NA
"m4","kom","female","Ringkøbing-Skjern","2009",2718,16217,2482,15072
"m4","kom","female","Ringkøbing-Skjern","2010",2799,16467,2690,16073
"m4","kom","female","Ringkøbing-Skjern","2011",3054,17724,2857,16809
"m4","kom","female","Ringkøbing-Skjern","2012",3161,18058,3005,17427
"m4","kom","female","Ringkøbing-Skjern","2013",3280,18421,3165,18078
"m4","kom","female","Ringkøbing-Skjern","2014",3397,18804,3279,18433
"m4","kom","female","Ringkøbing-Skjern","2015",3466,18939,3381,18725
"m4","kom","female","Ringkøbing-Skjern","2016",3465,18700,3443,18816
"m4","kom","female","Ringsted","2007",1198,14311,NA,NA
"m4","kom","female","Ringsted","2008",1364,16018,NA,NA
"m4","kom","female","Ringsted","2009",1413,16326,1325,15557
"m4","kom","female","Ringsted","2010",1483,16895,1420,16418
"m4","kom","female","Ringsted","2011",1594,17647,1497,16961
"m4","kom","female","Ringsted","2012",1668,17962,1582,17512
"m4","kom","female","Ringsted","2013",1651,17491,1638,17706
"m4","kom","female","Ringsted","2014",1644,17040,1654,17495
"m4","kom","female","Ringsted","2015",1596,16286,1630,16932
"m4","kom","female","Ringsted","2016",1568,15745,1603,16351
"m4","kom","female","Roskilde","2007",2804,12246,NA,NA
"m4","kom","female","Roskilde","2008",3356,14416,NA,NA
"m4","kom","female","Roskilde","2009",3482,14695,3214,13799
"m4","kom","female","Roskilde","2010",3610,14955,3483,14692
"m4","kom","female","Roskilde","2011",3757,15271,3616,14980
"m4","kom","female","Roskilde","2012",3765,15014,3711,15083
"m4","kom","female","Roskilde","2013",3628,14219,3717,14828
"m4","kom","female","Roskilde","2014",3534,13593,3642,14271
"m4","kom","female","Roskilde","2015",3550,13383,3571,13730
"m4","kom","female","Roskilde","2016",3487,12906,3524,13291
"m4","kom","female","Rudersdal","2007",2055,11351,NA,NA
"m4","kom","female","Rudersdal","2008",2275,12485,NA,NA
"m4","kom","female","Rudersdal","2009",2326,12590,2219,12143
"m4","kom","female","Rudersdal","2010",2474,13218,2358,12763
"m4","kom","female","Rudersdal","2011",2500,13196,2433,13007
"m4","kom","female","Rudersdal","2012",2554,13325,2509,13258
"m4","kom","female","Rudersdal","2013",2471,12644,2508,13053
"m4","kom","female","Rudersdal","2014",2422,12234,2482,12723
"m4","kom","female","Rudersdal","2015",2403,11979,2432,12282
"m4","kom","female","Rudersdal","2016",2395,11844,2407,12022
"m4","kom","female","Rødovre","2007",1645,14022,NA,NA
"m4","kom","female","Rødovre","2008",2072,17731,NA,NA
"m4","kom","female","Rødovre","2009",2152,18396,1956,16717
"m4","kom","female","Rødovre","2010",2198,18783,2141,18306
"m4","kom","female","Rødovre","2011",2219,18877,2190,18682
"m4","kom","female","Rødovre","2012",2248,19026,2222,18889
"m4","kom","female","Rødovre","2013",2232,18752,2233,18883
"m4","kom","female","Rødovre","2014",2206,18360,2229,18711
"m4","kom","female","Rødovre","2015",2155,17897,2198,18331
"m4","kom","female","Rødovre","2016",2169,17960,2177,18067
"m4","kom","female","Samsø","2007",195,11843,NA,NA
"m4","kom","female","Samsø","2008",247,14873,NA,NA
"m4","kom","female","Samsø","2009",252,15243,231,13971
"m4","kom","female","Samsø","2010",259,15177,253,15085
"m4","kom","female","Samsø","2011",277,16324,263,15581
"m4","kom","female","Samsø","2012",272,15634,269,15726
"m4","kom","female","Samsø","2013",256,14516,268,15518
"m4","kom","female","Samsø","2014",261,14823,263,15006
"m4","kom","female","Samsø","2015",268,14903,262,14748
"m4","kom","female","Samsø","2016",269,14705,266,14820
"m4","kom","female","Silkeborg","2007",3277,14284,NA,NA
"m4","kom","female","Silkeborg","2008",3823,16312,NA,NA
"m4","kom","female","Silkeborg","2009",4053,16985,3718,15876
"m4","kom","female","Silkeborg","2010",4357,17919,4078,17080
"m4","kom","female","Silkeborg","2011",4597,18610,4336,17844
